gene_id	gene_name	individual_1	individual_2	individual_3	individual_4	individual_5	individual_6	individual_7	individual_8	individual_9	individual_10
ENSG00000184441.4	AP001062.1	0.6763	1.4175	0.7384	1.8061	0.6064	2.9732	2.0785	0.6336	1.2661	0.3165
ENSG00000184445.12	KNTC1	22.3694	6.0627	55.8998	13.3202	4.2588	46.1675	8.6624	4.8905	20.0301	8.2885
ENSG00000184451.5	CCR10	0.3436	1.301	8.6396	5.3918	0.8513	0	5.7223	0.4214	0.9795	0.7234
ENSG00000184454.7	NCMAP	1.8349	104.9146	0.0149	0.5711	0.0849	0.1156	0.0349	7.3032	1.0005	1.5786
ENSG00000184459.8	BPIFC	0	0.0866	0.0555	0.5313	0	0	0.195	0	0	0.0773
ENSG00000184465.16	WDR27	2.6791	5.088	3.1965	5.9948	0.563	12.7088	1.5559	1.5698	3.9345	3.1278
ENSG00000184470.21	TXNRD2	8.6976	11.9311	7.7571	6.9494	7.1403	4.8671	42.7371	13.4649	7.7004	9.7237
ENSG00000184471.8	C1QTNF8	0	0	0	0.0955	0	0.0339	0.0204	0.0779	0	0.0486
ENSG00000184478.7	OR56A3	0	0.0266	0	0	0	0	0	0	0	0
ENSG00000184481.17	FOXO4	5.4605	30.7872	8.2376	15.2605	20.4975	8.128	9.666	17.4525	8.9001	35.4466
ENSG00000184486.10	POU3F2	0	0.1184	0	29.7553	0.2162	0.0981	38.1636	0	0.0447	0.141
ENSG00000184489.12	PTP4A3	42.9342	78.2419	81.3695	74.7342	62.4912	0.8338	136.036	53.5468	119.0162	82.313
ENSG00000184492.6	FOXD4L1	0	0.2323	0.5956	1.3918	0	0.1925	0.4069	0.2492	0.241	0
ENSG00000184497.13	TMEM255B	0.7619	3.4341	5.2076	3.8914	8.133	3.4641	1.9436	4.0717	3.9996	3.2555
ENSG00000184500.16	PROS1	1.4746	65.423	3.578	42.1665	77.7358	0.0455	13.0787	33.9629	14.6966	22.3218
ENSG00000184502.4	GAST	0.5277	0	0	0.3637	0	0	2.9583	0	0.1174	9.6303
ENSG00000184507.16	NUTM1	0.0585	0.0306	0.2357	0.0202	0	0.1714	0	0.5096	0.039	0
ENSG00000184508.12	HDDC3	3.7075	3.6884	6.9992	4.2044	2.6369	0.8252	6.5906	3.258	2.5156	3.1291
ENSG00000184515.11	BEX5	8.4047	12.1645	0.566	16.6879	22.3836	0	7.3652	11.7176	7.9957	9.6367
ENSG00000184517.12	ZFP1	14.384	13.1177	18.4366	21.1225	10.8171	9.2792	15.6587	5.578	7.2746	7.3311
ENSG00000184523.4	PTGER4P2	0.1555	0.9778	0.3526	3.8581	0.2231	0.4558	1.7893	0	1.2452	0
ENSG00000184524.6	CEND1	0.2512	1.5796	0.0759	67.7811	0.6127	1.178	496.3919	0.2542	1.1064	0.2116
ENSG00000184530.9	C6orf58	0.3202	0.2936	0.0403	1.048	0.1914	1.7202	0.5195	0.09	0.7833	0
ENSG00000184544.12	DHRS7C	0	0	0	0.065	0	0.1843	0	0	0	0
ENSG00000184545.11	DUSP8	0.5277	14.3612	0.9847	24.8218	5.4534	0.1933	24.7414	11.3054	26.5975	26.738
ENSG00000184557.4	SOCS3	52.9574	109.6243	149.9213	256.5183	227.9604	1.0522	5.667	414.6942	315.7901	98.6536
ENSG00000184560.8	SPEM2	0	0	0.0375	0.5125	0.1067	0.0726	2.4133	0	0	0
ENSG00000184564.11	SLITRK6	108.2883	2.635	0	0.2489	2.4846	0.0814	0.0328	3.1862	1.6439	1.0141
ENSG00000184566.3	AC132216.1	0	0	0	0.2921	0	63.8653	0	0.0596	0	0
ENSG00000184571.13	PIWIL3	0	0	0.0163	0	0.0154	0.063	0.019	0	0.0144	0
ENSG00000184574.10	LPAR5	11.867	10.5794	18.0716	25.6328	10.6508	2.2061	10.0853	14.3621	8.6275	30.6429
ENSG00000184575.12	XPOT	75.5977	41.568	114.3045	86.7409	55.5086	35.5498	75.0801	25.6198	106.4041	50.3291
ENSG00000184584.13	STING1	27.1245	57.7364	13.5165	27.3517	50.5303	68.6507	19.3297	125.8127	44.5593	44.2252
ENSG00000184588.18	PDE4B	1.1084	11.7418	12.143	50.3179	15.2305	18.3219	19.5309	10.0099	4.0157	7.0977
ENSG00000184599.13	TAFA3	0.8933	7.6223	0.1447	1.7149	0.1373	0	0.9036	0.2152	1.8733	0.5374
ENSG00000184601.11	C14orf180	0	0.1522	0	0.8582	0.0595	0.0405	0.5143	0.2567	0.0923	0
ENSG00000184602.6	SNN	44.233	32.5382	25.7405	369.1624	36.7616	7.6017	123.5055	36.8953	39.799	12.0311
ENSG00000184608.9	FAM167A-AS1	0	0	0.0833	0.3038	0.0263	0	0.065	0.1858	0.049	0
ENSG00000184611.12	KCNH7	0.0163	0.2309	0	1.0462	0.0351	0.5262	0.708	0.0413	0.5991	0
ENSG00000184612.8	RPL7P26	0	0.5116	0.246	0.5607	0.1556	1.9076	0	0.183	1.2306	0.9137
ENSG00000184613.11	NELL2	2.401	3.7439	0.0193	14.5748	3.646	1.2164	8.376	7.3549	17.7677	0.6185
ENSG00000184616.9	SPDYE12P	2.9745	5.9223	4.1965	6.8671	2.1336	7.2645	8.688	1.4213	3.9696	1.2526
ENSG00000184617.10	ZNF840P	0.1229	0.7086	0	0.4236	0	0.0601	0.3627	0.1037	0.4649	0
ENSG00000184619.8	KRBA2	0.551	5.0492	0.627	6.3783	0.3822	8.7309	4.1696	0.8935	1.596	0.9435
ENSG00000184624.4	ZNF72P	0	0	0	0	0	0.1256	0	0	0	0
ENSG00000184634.16	MED12	17.5387	30.4082	39.0337	30.6457	22.411	59.149	16.8299	23.604	26.7505	36.1634
ENSG00000184635.16	ZNF93	0.9237	5.8999	13.8184	8.8513	1.9351	13.5784	3.7893	1.4217	11.7988	1.7288
ENSG00000184640.19	SEPTIN9	259.6748	143.6655	152.3241	106.9447	101.6959	39.7835	118.6515	118.573	79.7306	84.2229
ENSG00000184647.11	PRSS55	0	0.2041	0	0.2147	0	0.1142	0.2069	0.0219	0.0173	0
ENSG00000184650.11	ODF4	0	0.428	0.0457	0	0	0	0.2142	0	0.0404	0
ENSG00000184659.5	FOXD4L4	0.0734	0	0	0.1517	0.0526	1.0213	0	0	0	0
ENSG00000184661.14	CDCA2	9.2929	19.4761	43.5117	7.1818	26.7425	3.2098	5.8163	2.4067	16.8897	4.7519
ENSG00000184669.9	OR7E14P	4.0244	6.2547	3.4859	1.823	2.3353	0.1325	0.08	7.3967	10.2284	6.0934
ENSG00000184672.12	RALYL	0	0.1275	0	5.2173	0.0129	0.0528	14.6778	0.0304	0.0722	0
ENSG00000184675.11	AMER1	2.4617	17.7564	5.155	3.9629	2.1426	6.4872	2.2735	1.9034	5.3692	9.424
ENSG00000184677.18	ZBTB40	8.7161	19.5691	21.3807	19.0806	10.0724	35.5709	6.2932	10.2981	15.6083	9.2607
ENSG00000184678.10	H2BC21	37.358	35.0744	6.65	39.8893	6.1242	23.5466	26.1682	35.4924	55.9747	16.3285
ENSG00000184697.7	CLDN6	0.0941	0.5545	0.0711	0.3404	0	0.2757	0.3747	3.0937	964.6708	0.3962
ENSG00000184698.5	OR51M1	0	0.0157	0	0	0	0.4386	0.0177	0	0	0
ENSG00000184702.20	SEPTIN5	0	0.6198	0.0135	0.5929	0	0	0.3014	0	0.0478	0
ENSG00000184708.18	EIF4ENIF1	11.0997	13.8017	22.3502	11.7649	15.3947	23.8078	17.8804	9.8339	8.6855	12.0807
ENSG00000184709.7	LRRC26	0	0.1595	0.2045	0.1399	0	0	0.2994	0.057	0.316	34.1904
ENSG00000184716.13	SERINC4	0	0	0	0	0	0	0	0	0	0
ENSG00000184719.12	RNLS	9.1021	5.288	11.9903	3.4247	24.4989	3.8286	0.3628	3.6862	6.8027	5.5733
ENSG00000184724.5	KRTAP6-1	0	0	0	0	0	0	0	0	0	0
ENSG00000184730.11	APOBR	1.3353	15.6066	3.2067	5.4991	8.6359	51.1268	9.131	43.0217	2.6874	34.3743
ENSG00000184731.6	FAM110C	28.9941	9.0268	0.2268	18.9882	75.3386	0.0293	0.1063	10.1232	12.1633	9.1847
ENSG00000184735.7	DDX53	0.2929	0	0	0	0	0	0	0	0.015	0.1898
ENSG00000184741.6	OR5AQ1P	0	0	0	0	0	0	0	0	0	0
ENSG00000184743.13	ATL3	73.7489	61.9707	36.6056	46.9629	74.3008	37.3786	33.4754	30.8199	46.6672	28.7586
ENSG00000184752.13	NDUFA12	96.125	82.001	140.7476	98.4698	94.868	26.8073	131.3533	53.0471	68.0062	99.6134
ENSG00000184761.8	PRSS40B	0.0441	0	0	0	0	0	0	0	0	0
ENSG00000184774.10	MGAT4EP	0.262	0.3432	0	0.0602	0	0.1706	0	0.0245	0.6021	0
ENSG00000184785.6	SMIM10	3.4198	13.4819	1.334	21.8949	36.2415	0.1617	3.7591	11.9528	8.0602	7.2006
ENSG00000184786.6	TCTE3	2.3007	5.6689	5.475	4.1459	0.7582	5.4214	4.7331	1.9399	3.7549	4.1897
ENSG00000184787.19	UBE2G2	20.2595	80.9079	60.5339	60.0424	41.8593	60.5567	88.2482	33.1395	23.7519	29.4438
ENSG00000184788.14	SATL1	0	0.0828	0	1.1371	0.0084	0.1372	1.0047	0	0.1093	0
ENSG00000184789.6	OR4C10P	0	0	0	0	0	0	0	0	0	0
ENSG00000184792.16	OSBP2	7.5731	3.9841	1.0068	6.0817	2.7073	1.7893	11.9866	3.068	4.1315	6.2848
ENSG00000184795.9	UNC93B5	0	0.092	6.1911	0	0.3358	0	0	0.0987	0.8589	0
ENSG00000184809.13	B3GALT5-AS1	1.3085	0.4348	0.0161	8.1269	0.0687	0.0156	1.0075	6.8443	0.0781	5.04
ENSG00000184811.4	TRARG1	0.0228	2.3114	0	0.2592	0.0491	0.1336	1.5941	0.2115	0.6693	0.048
ENSG00000184814.5	PRR23B	0	0.0339	0	0	0	0	0.0382	0	0	0
ENSG00000184828.10	ZBTB7C	3.8804	14.4544	0.1625	7.7335	2.1126	0.0945	4.871	11.8731	12.9676	17.4724
ENSG00000184831.14	APOO	19.7819	20.2112	22.6885	39.4985	9.7335	4.9329	52.2802	13.3439	16.21	31.2755
ENSG00000184838.15	PRR16	32.9088	15.5012	1.9217	5.2567	6.6179	0	1.511	3.124	1.5027	10.6308
ENSG00000184840.12	TMED9	180.3413	213.9107	124.2615	137.8244	222.7571	38.351	219.5693	182.926	96.8422	173.4109
ENSG00000184844.6	CYCSP45	0.779	1.2245	0	2.1475	0	0	0.9194	0.219	2.0793	0
ENSG00000184845.4	DRD1	1.9075	0.1116	0	0.5664	0.4658	0	0.2155	4.9792	0	0.2564
ENSG00000184856.7	LINC00308	0.4958	0	0	0	0	0	0	0	0	0
ENSG00000184857.8	TMEM186	24.0173	16.1047	19.2177	22.9832	10.2949	3.8293	29.3711	8.1844	11.6802	21.0489
ENSG00000184860.10	SDR42E1	6.7548	7.9551	3.5367	0.0568	2.2575	0.2014	0.0243	3.8589	4.7089	3.5593
ENSG00000184863.11	RBM33	15.8342	18.0842	27.0039	25.9687	7.7342	55.5507	7.5476	11.4657	18.4294	13.614
ENSG00000184867.14	ARMCX2	30.7095	69.0358	11.9359	48.9281	26.1788	1.3176	32.4452	18.6429	51.0279	16.1652
ENSG00000184887.13	BTBD6	105.1564	59.0745	83.3522	49.4196	78.6174	12.3773	86.4136	75.6912	32.0142	50.115
ENSG00000184895.8	SRY	0.0988	0	0	2.9616	0	0	0	0	0	0
ENSG00000184897.6	H1-10	303.7274	161.5694	49.5887	231.3064	60.1068	20.8734	351.731	160.3298	268.5511	288.5719
ENSG00000184898.7	RBM43	9.3789	19.638	4.1557	10.5944	16.2008	10.3265	7.5157	9.6248	9.9735	4.25
ENSG00000184900.16	SUMO3	202.4933	538.7103	139.2143	246.8947	158.1771	59.7565	92.5667	116.8901	190.0963	128.4192
ENSG00000184903.10	IMMP2L	15.6182	5.8459	4.08	19.9999	17.6763	11.8958	12.0909	6.0286	9.1015	9.6312
ENSG00000184905.9	TCEAL2	1.0603	19.2886	0.0391	24.7551	0.2783	0	91.3066	3.4454	4.1242	0.3267
ENSG00000184906.11	AMYH02020865.1	0.0226	0	0	0.0468	0	0.4312	0	0	0.0151	0
ENSG00000184908.18	CLCNKB	0.6958	0.175	0	0.9494	1.5772	0.1224	0.0246	1.0091	10.9757	0.1172
ENSG00000184911.14	DMRTC1B	0	0.0336	0	0.1326	0	0	0.0378	0	0	0
ENSG00000184916.9	JAG2	44.4169	17.7507	1.1502	4.7461	29.8144	0.1124	11.3422	10.0073	12.2715	23.8047
ENSG00000184922.14	FMNL1	6.803	16.186	40.215	13.1715	8.9985	67.168	5.0338	25.6285	11.6695	7.4154
ENSG00000184923.12	NUTM2A	0.1127	0.8476	0.0608	0.3827	0.0808	2.0284	0.3134	0.2036	0.3329	0
ENSG00000184924.5	PTRHD1	8.9608	18.7802	29.1538	19.4522	10.8045	6.3777	31.0069	12.305	25.6536	18.5082
ENSG00000184925.12	LCN12	0.1715	0.584	0.9289	5.2295	1.7631	0.3769	2.3526	2.9642	36.2923	2.2266
ENSG00000184933.5	OR6A2	0.019	0	0.0431	0	0	0	0	0.048	0	0
ENSG00000184937.16	WT1	0.4224	1.3754	0.7069	0.1871	0.0289	1.7243	0.0089	0.229	44.7631	1.8212
ENSG00000184939.16	ZFP90	25.9217	18.0723	9.3065	21.3594	12.0863	27.7319	21.9625	9.3406	6.8392	9.7227
ENSG00000184945.14	AQP12A	0	0	0.0356	0	0	0	0	0	0	0
ENSG00000184949.16	FAM227A	0.2808	1.7179	0.1377	2.1889	0.1633	1.4458	0.7725	1.4015	1.7978	1.0387
ENSG00000184954.4	OR6C70	0	0	0	0	0	0	0	0	0	0
ENSG00000184956.16	MUC6	0.0097	0.0457	0.0952	0.5211	0.0139	1.8751	0.1459	35.8596	0.2199	0.0204
ENSG00000184961.5	RPL7AP49	0	0	0	0	0	0	0	0	0	0
ENSG00000184967.7	NOC4L	77.4263	24.6651	111.1585	38.7626	32.823	13.4105	140.7494	41.5885	32.83	68.8937
ENSG00000184979.10	USP18	19.3273	13.1137	2.6286	8.8745	15.4108	9.1608	23.4189	20.3058	38.2188	7.2305
ENSG00000184983.11	NDUFA6	199.1434	170.001	113.6177	120.9224	111.8052	32.9091	280.2258	96.8903	84.9181	155.5747
ENSG00000184984.10	CHRM5	0.0542	0.2554	0.0819	0.112	0.0291	1.4484	0	0.0228	0.0542	0.114
ENSG00000184985.16	SORCS2	0.2719	12.935	0.0881	5.0866	4.0776	0.1138	1.6389	4.3347	2.9723	4.4442
ENSG00000184986.11	TMEM121	0.9779	7.0169	2.5063	13.7999	3.4461	0.2492	66.8682	2.5453	16.4539	3.4912
ENSG00000184988.8	TMEM106A	0.343	5.0503	10.0244	12.647	12.4994	78.6471	2.0443	11.4922	7.2023	5.5855
ENSG00000184990.13	SIVA1	87.0755	30.0303	54.358	32.1315	33.4753	19.9731	54.9773	39.9047	30.7129	41.884
ENSG00000184991.3	TTTY13	0	0	0	0	0	0	0.0317	0	0	0
ENSG00000184992.13	BRI3BP	35.0239	9.7445	154.7275	17.7996	13.4542	32.9746	15.9964	14.5087	19.5917	34.9453
ENSG00000184995.7	IFNE	5.1575	0.3487	0	0.0573	0.0796	0	0	1.0287	0.6291	0
ENSG00000184999.12	SLC22A10	0	0	0	0.0515	0	0.0365	0.1324	0	0.0333	0
ENSG00000185000.12	DGAT1	35.5238	85.5468	27.7911	41.02	15.2546	8.0374	76.4307	35.9473	81.4825	80.426
ENSG00000185002.10	RFX6	0	0.0314	0.0151	0.0413	0	0	0	0	0.0133	0
ENSG00000185008.17	ROBO2	0.0196	0.5903	0.6493	11.3163	0.7007	0.0072	0.9646	1.2294	0.5438	1.2094
ENSG00000185009.13	AP3M1	46.024	34.2059	73.4573	35.1989	26.6516	45.7678	19.0318	27.5721	46.4293	37.9817
ENSG00000185010.15	F8	2.4788	3.3623	2.3926	8.2891	26.6275	1.1597	6.4959	6.7739	2.6852	1.6192
ENSG00000185013.16	NT5C1B	0.3077	0.0645	0.0775	0.0424	0.0589	0.6013	0	0.1384	0.0821	0.0432
ENSG00000185015.8	CA13	0.2485	20.434	1.8778	5.9977	2.8724	6.1249	2.5871	10.8937	3.3644	16.9249
ENSG00000185019.17	UBOX5	7.9763	11.5741	9.2643	11.4219	7.9628	7.5136	13.7067	5.2989	15.0911	12.3596
ENSG00000185022.12	MAFF	13.6309	24.1755	3.1842	11.7395	29.0394	0.9827	4.8129	50.0547	14.1926	12.4318
ENSG00000185024.17	BRF1	11.0893	8.3296	10.0009	8.021	5.8109	9.4766	25.3429	8.0617	7.8181	6.6058
ENSG00000185028.4	LRRC14B	0.0318	2.1263	0.1684	0.0658	0.5936	0	0.2535	0.0268	0.8495	0
ENSG00000185031.6	SLC2A3P2	0.0553	0.7384	0.0418	0.2857	0.0793	5.1023	0	0.1864	0.0738	0.1164
ENSG00000185033.14	SEMA4B	364.9931	13.6267	13.0599	41.6029	55.9781	4.9615	15.842	59.7678	18.2224	32.0081
ENSG00000185037.9	ZNF733P	0	0	0	0.3607	0	0.1461	0	0	0	0
ENSG00000185038.14	MROH2A	84.869	0.46	0	0.0295	0.2662	0.0209	0.0379	0.012	7.8872	0.0601
ENSG00000185040.13	SPDYE16	0.1359	0.0712	0	0.0703	0	1.2282	0	0.1146	0.7558	0.0477
ENSG00000185043.12	CIB1	448.8983	101.6737	137.4212	116.6114	210.0654	58.3848	146.1275	338.8661	73.1214	278.0085
ENSG00000185046.18	ANKS1B	0.037	1.1575	0.0168	4.4371	1.1466	0.0434	9.059	0.181	1.9407	0.1091
ENSG00000185049.16	NELFA	50.1442	43.4523	33.9371	28.7432	14.4221	9.1492	32.7281	18.6719	25.0512	35.0463
ENSG00000185052.12	SLC24A3	0.6459	17.9798	2.1258	16.4549	6.277	0	47.1539	4.515	3.5174	17.8113
ENSG00000185053.14	SGCZ	0	0.0263	0	0	0.008	0	0.0296	0	0	0
ENSG00000185055.11	EFCAB10	0.4442	0.798	0.7914	3.0504	0.5007	1.4413	0.3651	3.0232	1.0163	0.334
ENSG00000185056.10	C5orf47	0	0.0234	0.0225	0.0923	0.0854	0	0.738	0.0251	0.3974	0
ENSG00000185065.6	AC000068.1	1.6773	1.6862	1.0613	2.0565	0.3917	1.429	2.4513	0.4276	1.3795	0.8213
ENSG00000185069.2	KRT76	0	0	0	0	0	0	0	0	0	0
ENSG00000185070.11	FLRT2	1.3172	2.8441	0.1754	0.8722	1.1903	0.0137	0.0933	0.7944	1.0681	0.9919
ENSG00000185074.7	OR7E31P	0.0923	0.0726	0	0	0	0	0	0	0.0616	0
ENSG00000185078.3	RPL9P14	0.1433	0.2252	0.1083	0.5923	0	0.4198	0.1268	0.1208	0.0956	0
ENSG00000185085.2	INTS5	37.0527	24.502	53.8432	39.7949	34.3118	11.0559	54.7461	24.6706	51.0424	42.8357
ENSG00000185088.14	RPS27L	8.8798	26.8445	28.463	15.2827	41.561	14.7504	25.7604	37.6556	10.2421	12.7053
ENSG00000185090.14	MANEAL	2.6833	6.6887	6.2273	26.2807	0.8554	1.9064	21.4704	5.0964	1.5734	8.3321
ENSG00000185100.11	ADSS1	27.0715	0.7627	1.1864	4.8534	78.5436	0.46	7.7932	3.67	6.3989	1.2019
ENSG00000185101.13	ANO9	10.991	15.4118	12.8486	0.2725	1.4747	0.7724	0.1866	11.8233	30.2498	67.7893
ENSG00000185104.20	FAF1	44.1994	27.6094	38.8757	33.021	22.0118	28.4536	26.5757	19.8083	37.7277	26.7398
ENSG00000185105.5	MYADML2	0	0.1049	0	1.0346	0	0	0.6791	0	0.1113	3.3716
ENSG00000185112.6	FAM43A	3.8113	12.1038	40.8755	8.2012	25.7016	0.4559	11.7721	21.2493	22.8706	28.7694
ENSG00000185115.6	NSMCE3	15.8726	15.1611	10.1034	17.1424	21.205	4.7856	13.2698	11.2434	15.4463	9.1212
ENSG00000185122.11	HSF1	84.051	85.9442	49.6563	48.4393	40.1267	20.1317	74.0784	46.7923	141.6238	62.1407
ENSG00000185127.6	C6orf120	28.156	25.2622	30.8766	57.5765	23.3863	16.9886	19.1383	19.241	36.797	31.0629
ENSG00000185129.8	PURA	7.1482	13.9628	11.2445	10.7259	23.7811	10.8097	9.3514	9.6911	13.0971	5.3656
ENSG00000185130.5	H2BC13	2.5143	0.9222	4.5607	0.8664	0.8416	0	0.1484	0.5654	2.7962	0
ENSG00000185133.14	INPP5J	0.848	1.5729	2.9354	1.9987	0.6813	0	7.0253	3.7468	6.6883	17.3198
ENSG00000185149.6	NPY2R	0	0	0	0.4904	0	0	0.02	0	1.1757	0.1427
ENSG00000185155.12	MIXL1	0.1206	1.6112	56.081	0.5402	0.1442	0.4123	0.925	0.5423	1.5288	0.3385
ENSG00000185156.6	MFSD6L	0	17.098	0.1096	0.075	0.078	5.2069	0.0321	3.8828	7.3791	6.1839
ENSG00000185158.12	LRRC37B	2.3312	5.2405	2.7363	11.2681	2.3167	20.6484	12.0801	3.3273	1.8683	2.9615
ENSG00000185163.10	DDX51	13.1673	13.8115	51.5985	20.2704	18.9175	10.7989	35.8635	13.3622	9.0095	16.0596
ENSG00000185164.14	NOMO2	15.2991	5.4259	6.0996	4.9111	5.3576	5.164	2.8743	4.9592	16.7492	4.2292
ENSG00000185168.5	LINC00482	0.1117	12.4071	0.0563	0.2694	0.3205	0.1091	0.033	3.0766	0.1242	1.4111
ENSG00000185176.13	AQP12B	0.0248	0	0	0.0256	0.0178	0	0.0219	0	0	0.0521
ENSG00000185177.13	ZNF479	0	0	0	0.2038	0	0.1155	0	0	0.0263	0
ENSG00000185182.14	GOLGA8EP	0.0288	0	0	0.0298	0	0	0	0	0	0
ENSG00000185186.10	LINC00313	0.1214	0.0382	0.0184	0.1255	0.0174	0.1068	0	0.0205	0.0162	0.1023
ENSG00000185187.13	SIGIRR	14.4366	34.8291	17.5247	5.1518	20.2744	22.0116	9.1535	45.3768	60.1552	68.7262
ENSG00000185189.18	NRBP2	5.7363	52.1448	3.6838	65.9632	9.4898	1.2876	15.3046	11.4908	53.3204	17.5585
ENSG00000185198.12	PRSS57	0	0.059	0	0.1552	0.2153	162.0912	0	0.0633	0.4507	0
ENSG00000185201.16	IFITM2	31.649	408.9382	111.1848	193.7208	364.8257	85.606	38.4756	420.0498	644.5428	228.1574
ENSG00000185203.12	WASIR1	0	0	0.0587	0	0	1.251	0	0	0.2589	0
ENSG00000185203.12_PAR_Y	WASIR1	0	0	0	0	0	0	0	0	0	0
ENSG00000185215.11	TNFAIP2	647.3791	80.761	67.1274	81.3311	32.5275	2.275	7.5148	108.0137	87.9908	29.8975
ENSG00000185219.17	ZNF445	3.2268	8.2003	4.3112	11.9677	2.4357	23.6542	6.4058	3.5133	6.7743	4.0765
ENSG00000185220.12	PGBD2	7.9537	12.6781	6.2483	6.1143	4.082	13.1978	3.9065	5.7052	8.3121	6.1327
ENSG00000185221.6	GAPDHP24	0	0.1308	0	0	0	0	0	0	0	0
ENSG00000185222.10	TCEAL9	220.5361	82.0704	10.4917	103.4053	84.4156	6.0721	152.2082	76.0657	113.0064	70.5864
ENSG00000185231.5	MC2R	0	0	0	0.0453	0	0.0643	0	0	0	0.0462
ENSG00000185236.12	RAB11B	130.6529	212.0769	113.9799	196.6175	109.3704	47.4991	441.9552	148.2809	225.7485	149.6327
ENSG00000185238.13	PRMT3	18.5888	15.7585	24.1067	30.6739	6.4849	24.4187	30.2381	6.1513	8.3818	18.4077
ENSG00000185245.8	GP1BA	0.0651	4.0916	6.5167	1.1772	0.5835	7.3902	1.4399	2.7161	0.7382	0.8906
ENSG00000185246.18	PRPF39	15.5326	28.606	28.5635	19.8858	7.1258	35.3457	14.674	12.4666	13.601	13.4318
ENSG00000185247.15	MAGEA11	28.289	0	0	0	0	0.0346	0	0.0995	20.2772	9.0911
ENSG00000185250.16	PPIL6	1.4786	2.5537	0.0966	16.5492	2.9331	1.8992	1.5995	9.3893	3.2401	2.1909
ENSG00000185252.19	ZNF74	6.713	17.9362	0.4055	9.9018	3.8203	9.4534	16.8867	4.6563	6.7234	11.6549
ENSG00000185261.14	KIAA0825	0.629	0.8528	0.4873	0.9998	1.6582	5.3923	0.2157	0.6564	0.6191	0.2649
ENSG00000185262.9	UBALD2	279.2594	194.2681	356.6611	122.173	54.7276	21.2123	257.436	174.1875	174.0985	131.8375
ENSG00000185264.12	TEX33	0	0	0	0	0	0	0.0622	0	0	0
ENSG00000185267.10	CDNF	6.4844	6.04	2.4686	1.8868	4.1345	2.745	0.8928	2.754	2.4358	0.9102
ENSG00000185269.12	NOTUM	0.1123	15.2942	0.1061	0.6676	0.0403	0.0411	7.8539	1.2549	1.068	155.5016
ENSG00000185271.9	KLHL33	0	0.14	0.3254	0.1381	0.2343	28.0894	0.0657	0.3255	0.0198	0.1251
ENSG00000185272.14	RBM11	3.5701	4.6854	0.131	2.2214	0.174	0.2032	0.2147	1.1398	2.5441	0.9487
ENSG00000185274.12	GALNT17	0.7186	5.5029	0.1263	4.9577	0.4195	0	15.4561	2.4236	48.4264	1.4426
ENSG00000185275.6	CD24P4	0.3366	7.4077	1.0177	5.2196	5.0707	0	0	0.5677	12.5785	2.1263
ENSG00000185278.15	ZBTB37	2.0383	7.6793	2.198	4.3617	1.6007	19.263	2.269	2.0588	2.0471	0.9114
ENSG00000185290.4	NUPR2	0.1319	22.6047	0	0.4091	0.1893	0	0.1168	2.4474	19.3676	1.389
ENSG00000185291.12	IL3RA	1.9134	34.7759	28.5252	16.2192	49.8907	83.6244	30.5688	24.9673	4.341	26.5905
ENSG00000185291.12_PAR_Y	IL3RA	0	0	0	0	0	0	0	0	0	0
ENSG00000185294.7	SPPL2C	0	0.0588	0	0.0773	0	0.0548	0.1324	0	0	0
ENSG00000185296.8	AC026785.1	0	0	0	0	0	0	0	0	0	0
ENSG00000185298.13	CCDC137	136.5155	50.9949	87.0798	44.9865	16.1853	12.2423	123.6463	38.1674	25.3602	47.7988
ENSG00000185303.17	SFTPA2	0	0.0716	0	0.0941	0.0435	0.0445	0.0269	21684.877	0.324	1.1504
ENSG00000185304.15	RGPD2	0	0.0366	0.0088	0.0482	0.0334	1.3834	0.0103	0.0393	0.4666	0
ENSG00000185305.11	ARL15	5.0156	23.5499	11.6812	18.0909	71.0892	9.0213	9.793	15.0651	9.4081	16.9062
ENSG00000185306.13	C12orf56	0.1452	0.0507	0	0.0834	2.2799	0.1419	0.0857	0.8571	9.9905	0.3397
ENSG00000185313.8	SCN10A	0.0243	0	0	0.0126	0.0174	0	0	0.0102	0.0081	0
ENSG00000185319.5	SSXP4	0	0	0	0	0	0	0	0	0	0
ENSG00000185324.22	CDK10	57.4251	19.4791	27.5781	26.1569	19.8901	11.7583	40.4238	37.4217	13.2368	25.2038
ENSG00000185332.8	TMEM105	1.2721	6.8457	0	0.1337	0.0773	0.0316	0.0954	1.727	0.0144	0.9533
ENSG00000185338.6	SOCS1	5.1893	12.5214	24.9768	10.0227	5.0283	0.4002	3.1023	20.7264	9.264	11.5015
ENSG00000185339.9	TCN2	11.452	26.391	56.1854	39.4984	348.2896	0.6907	92.868	80.3357	30.5656	21.252
ENSG00000185340.15	GAS2L1	21.0113	37.1011	3.4768	34.8156	21.2911	0.4012	94.3895	19.8868	16.2124	15.4899
ENSG00000185344.15	ATP6V0A2	4.5428	5.0269	11.708	9.1759	5.2014	37.8935	6.6537	5.5254	10.3589	5.5831
ENSG00000185345.23	PRKN	0.0884	1.2458	0.0874	2.384	4.021	1.3059	2.2881	0.4646	0.8579	0.53
ENSG00000185347.18	TEDC1	13.7391	4.7031	12.2483	3.0298	2.1287	0.9843	19.9213	6.3639	5.2642	5.4514
ENSG00000185352.8	HS6ST3	0	0.1647	0	1.4624	0.1578	0	0.371	0.1414	0.8461	0.0883
