Rat gene stable ID,Gene stable ID version,Mouse gene stable ID
ENSRNOG00000037909,ENSG00000100034.14,ENSMUSG00000026181
ENSRNOG00000061040,ENSG00000148634.16,ENSMUSG00000020064
ENSRNOG00000036699,ENSG00000185504.17,ENSMUSG00000025384
,ENSG00000260727.2,
ENSRNOG00000036921,ENSG00000034510.6,ENSMUSG00000091955
ENSRNOG00000019964,ENSG00000149930.18,ENSMUSG00000059981
,ENSG00000232531.3,
,ENSG00000184303.5,
,ENSG00000224627.1,
,ENSG00000213400.3,
,ENSG00000229560.1,
,ENSG00000226972.2,
,ENSG00000226605.1,
,ENSG00000286932.1,
ENSRNOG00000014188,ENSG00000198498.10,ENSMUSG00000025591
,ENSG00000233107.1,
,ENSG00000282890.1,
,ENSG00000213495.3,
ENSRNOG00000006968,ENSG00000115364.14,ENSMUSG00000030045
,ENSG00000254511.1,
,ENSG00000225215.1,
,ENSG00000255149.1,
,ENSG00000207021.1,
,ENSG00000255429.1,
,ENSG00000255241.1,
ENSRNOG00000002304,ENSG00000240505.9,ENSMUSG00000010142
,ENSG00000227376.1,
,ENSG00000232290.1,
,ENSG00000254702.1,
ENSRNOG00000070149,ENSG00000172461.11,ENSMUSG00000055373
,ENSG00000233497.4,
,ENSG00000255014.1,
,ENSG00000218274.2,
ENSRNOG00000011162,ENSG00000166002.7,ENSMUSG00000058173
,ENSG00000271498.1,
ENSRNOG00000037757,ENSG00000188820.13,ENSMUSG00000046031
ENSRNOG00000001845,ENSG00000100038.20,ENSMUSG00000022779
,ENSG00000271099.1,
ENSRNOG00000010917,ENSG00000112175.8,ENSMUSG00000032179
,ENSG00000225787.1,
ENSRNOG00000070386,ENSG00000124374.9,ENSMUSG00000045896
ENSRNOG00000017118,ENSG00000149380.12,ENSMUSG00000051048
,ENSG00000249568.1,
,ENSG00000270484.1,
,ENSG00000219758.6,
,ENSG00000230709.1,
,ENSG00000251174.1,
,ENSG00000217178.1,
,ENSG00000225442.2,
ENSRNOG00000069372,ENSG00000168143.9,ENSMUSG00000032358
,ENSG00000263624.1,
,ENSG00000206859.1,
,ENSG00000243370.3,
ENSRNOG00000006675,ENSG00000163586.10,ENSMUSG00000054422
,ENSG00000278864.1,
ENSRNOG00000021657,ENSG00000179598.6,ENSMUSG00000043648
,ENSG00000123500.10,
ENSRNOG00000035591,ENSG00000199161.1,ENSMUSG00000065540
ENSRNOG00000004532,ENSG00000165716.11,ENSMUSG00000036186
ENSRNOG00000003302,ENSG00000154803.13,ENSMUSG00000032633
ENSRNOG00000015321,ENSG00000079931.15,ENSMUSG00000020000
,ENSG00000231172.2,
,ENSG00000234429.1,
,ENSG00000287749.1,
,ENSG00000236538.1,
ENSRNOG00000028074,ENSG00000187922.14,ENSMUSG00000047356
,ENSG00000228540.1,
,ENSG00000254270.1,
ENSRNOG00000016419,ENSG00000163110.15,ENSMUSG00000028273
,ENSG00000230840.1,
,ENSG00000227371.1,
,ENSG00000227789.1,
,ENSG00000224138.1,
ENSRNOG00000004205,ENSG00000162878.13,ENSMUSG00000024247
,ENSG00000224545.1,
,ENSG00000231931.1,
ENSRNOG00000007224,ENSG00000164603.12,ENSMUSG00000042742
ENSRNOG00000029061,ENSG00000149929.16,ENSMUSG00000042606
,ENSG00000272219.1,
,ENSG00000241661.1,
,ENSG00000282939.1,
,ENSG00000279086.1,
,ENSG00000266498.1,
,ENSG00000226359.1,
ENSRNOG00000001422,ENSG00000160963.14,ENSMUSG00000004415
,ENSG00000287640.1,
ENSRNOG00000037604,ENSG00000112249.14,ENSMUSG00000038774
ENSRNOG00000006579,ENSG00000172023.8,ENSMUSG00000071356
ENSRNOG00000006579,ENSG00000172023.8,ENSMUSG00000030017
ENSRNOG00000006579,ENSG00000172023.8,ENSMUSG00000079516
ENSRNOG00000006579,ENSG00000172023.8,ENSMUSG00000068341
ENSRNOG00000006151,ENSG00000172023.8,ENSMUSG00000071356
ENSRNOG00000006151,ENSG00000172023.8,ENSMUSG00000030017
ENSRNOG00000006151,ENSG00000172023.8,ENSMUSG00000079516
ENSRNOG00000006151,ENSG00000172023.8,ENSMUSG00000068341
ENSRNOG00000006360,ENSG00000172023.8,ENSMUSG00000071356
ENSRNOG00000006360,ENSG00000172023.8,ENSMUSG00000030017
ENSRNOG00000006360,ENSG00000172023.8,ENSMUSG00000079516
ENSRNOG00000006360,ENSG00000172023.8,ENSMUSG00000068341
ENSRNOG00000053943,ENSG00000141030.13,ENSMUSG00000019373
ENSRNOG00000028095,ENSG00000267206.6,ENSMUSG00000045684
,ENSG00000286202.1,
,ENSG00000270462.1,
,ENSG00000288535.1,
,ENSG00000234587.1,
,ENSG00000230395.1,
ENSRNOG00000014753,ENSG00000152284.5,ENSMUSG00000055799
ENSRNOG00000039649,ENSG00000206535.8,ENSMUSG00000109588
ENSRNOG00000019960,ENSG00000169592.15,ENSMUSG00000030689
ENSRNOG00000009206,ENSG00000153266.13,ENSMUSG00000021743
,ENSG00000255483.1,
,ENSG00000237754.1,
,ENSG00000253183.1,
,ENSG00000224547.1,
,ENSG00000285568.1,
,ENSG00000228030.2,
,ENSG00000243554.1,
,ENSG00000278756.1,
,ENSG00000177984.7,
,ENSG00000211716.2,
,ENSG00000223948.1,
,ENSG00000231234.2,
,ENSG00000138472.11,
,ENSG00000241136.1,
,ENSG00000228225.1,
,ENSG00000243889.1,
,ENSG00000279288.1,
,ENSG00000213399.3,
,ENSG00000233951.3,
,ENSG00000230968.1,
,ENSG00000224134.1,
,ENSG00000230477.1,
ENSRNOG00000012788,ENSG00000074201.9,ENSMUSG00000025439
ENSRNOG00000068015,ENSG00000074201.9,ENSMUSG00000025439
,ENSG00000213261.3,
,ENSG00000286979.1,
,ENSG00000243099.1,
,ENSG00000231722.1,
,ENSG00000225428.1,
,ENSG00000233444.1,
,ENSG00000168129.8,
,ENSG00000270569.1,
,ENSG00000226366.1,
,ENSG00000221849.2,
ENSRNOG00000013428,ENSG00000105929.16,ENSMUSG00000038600
,ENSG00000250015.1,
,ENSG00000224662.2,
,ENSG00000287130.1,
,ENSG00000226860.1,
ENSRNOG00000014988,ENSG00000181867.3,ENSMUSG00000024510
ENSRNOG00000028254,ENSG00000244187.8,ENSMUSG00000026939
,ENSG00000178660.6,
,ENSG00000230618.3,
ENSRNOG00000020644,ENSG00000170091.11,ENSMUSG00000020297
ENSRNOG00000001989,ENSG00000170017.12,ENSMUSG00000022636
ENSRNOG00000007951,ENSG00000158089.15,ENSMUSG00000024064
,ENSG00000213213.14,
,ENSG00000253239.1,
,ENSG00000211637.2,
,ENSG00000254355.1,
,ENSG00000278657.1,
,ENSG00000249333.1,
,ENSG00000211642.4,
,ENSG00000253794.1,
,ENSG00000228161.1,
,ENSG00000253874.1,
,ENSG00000254075.1,
,ENSG00000254161.1,
,ENSG00000253242.1,
,ENSG00000253752.1,
,ENSG00000252198.1,
,ENSG00000253823.1,
,ENSG00000258650.1,
,ENSG00000275361.1,
,ENSG00000211638.2,
,ENSG00000228544.1,
,ENSG00000225741.1,
,ENSG00000239510.2,
,ENSG00000263366.2,
,ENSG00000236118.1,
,ENSG00000233720.1,
ENSRNOG00000013097,ENSG00000184601.11,ENSMUSG00000043122
,ENSG00000211639.2,
,ENSG00000227710.1,
,ENSG00000224465.1,
,ENSG00000254308.1,
,ENSG00000253637.1,
,ENSG00000236323.1,
ENSRNOG00000016795,ENSG00000196642.19,ENSMUSG00000015087
ENSRNOG00000059447,ENSG00000211640.4,
ENSRNOG00000057165,ENSG00000211640.4,
ENSRNOG00000065670,ENSG00000211640.4,
ENSRNOG00000050898,ENSG00000211640.4,
,ENSG00000253126.1,
,ENSG00000211641.3,
,ENSG00000253935.1,
,ENSG00000228050.1,
,ENSG00000234726.1,
,ENSG00000279278.1,
,ENSG00000274422.1,
,ENSG00000234630.1,
,ENSG00000272779.1,
,ENSG00000233534.3,
,ENSG00000211643.2,
ENSRNOG00000012185,ENSG00000100711.14,ENSMUSG00000021286
,ENSG00000256448.5,
,ENSG00000219619.2,
,ENSG00000211644.3,
ENSRNOG00000016368,ENSG00000198729.5,ENSMUSG00000040653
,ENSG00000255246.2,
,ENSG00000211645.2,
,ENSG00000242609.1,
,ENSG00000225724.1,
,ENSG00000223350.2,
,ENSG00000239288.1,
,ENSG00000217372.2,
,ENSG00000214405.3,
ENSRNOG00000014096,ENSG00000113580.15,ENSMUSG00000024431
,ENSG00000232515.1,
,ENSG00000211647.1,
,ENSG00000225662.2,
,ENSG00000211648.2,
,ENSG00000237428.1,
,ENSG00000211649.3,
ENSRNOG00000021013,ENSG00000166900.17,ENSMUSG00000041488
,ENSG00000232603.1,
,ENSG00000211650.2,
ENSRNOG00000019920,ENSG00000149927.18,ENSMUSG00000052301
,ENSG00000188107.15,
,ENSG00000211651.3,
,ENSG00000211652.2,
,ENSG00000254175.1,
ENSRNOG00000010301,ENSG00000163412.13,ENSMUSG00000093661
,ENSG00000254073.1,
,ENSG00000253818.1,
,ENSG00000211653.2,
,ENSG00000224144.1,
,ENSG00000253889.1,
,ENSG00000211654.2,
,ENSG00000211655.3,
,ENSG00000230821.1,
,ENSG00000253631.1,
,ENSG00000226595.1,
ENSRNOG00000009948,ENSG00000165782.11,ENSMUSG00000035953
ENSRNOG00000003332,ENSG00000205309.14,ENSMUSG00000032615
ENSRNOG00000005147,ENSG00000187860.11,ENSMUSG00000051427
,ENSG00000225959.1,
,ENSG00000242771.1,
,ENSG00000270729.1,
,ENSG00000232145.1,
ENSRNOG00000004968,ENSG00000146918.20,ENSMUSG00000042029
,ENSG00000215030.5,
,ENSG00000230865.1,
,ENSG00000201741.1,
ENSRNOG00000053961,ENSG00000141026.6,ENSMUSG00000061650
,ENSG00000213212.3,
,ENSG00000265806.1,
ENSRNOG00000037060,ENSG00000177989.14,ENSMUSG00000047394
ENSRNOG00000003348,ENSG00000108551.5,ENSMUSG00000049892
,ENSG00000054148.18,ENSMUSG00000036504
ENSRNOG00000020674,ENSG00000131469.15,ENSMUSG00000063316
ENSRNOG00000058053,ENSG00000177889.10,ENSMUSG00000074781
ENSRNOG00000049407,ENSG00000234965.3,ENSMUSG00000096883
ENSRNOG00000014440,ENSG00000100221.11,ENSMUSG00000022426
ENSRNOG00000004345,ENSG00000100592.16,ENSMUSG00000034574
,ENSG00000258205.1,
,ENSG00000258337.1,
,ENSG00000240107.1,
,ENSG00000241738.1,
ENSRNOG00000034078,ENSG00000119950.21,ENSMUSG00000025025
ENSRNOG00000014511,ENSG00000139133.7,ENSMUSG00000075470
,ENSG00000240156.1,
,ENSG00000240959.1,
,ENSG00000177943.14,ENSMUSG00000026941
,ENSG00000226082.2,
ENSRNOG00000004757,ENSG00000249992.2,ENSMUSG00000054871
ENSRNOG00000005830,ENSG00000163377.16,ENSMUSG00000046500
ENSRNOG00000067203,ENSG00000167080.9,ENSMUSG00000013418
,ENSG00000233157.1,
,ENSG00000180150.5,
ENSRNOG00000023220,ENSG00000158435.8,ENSMUSG00000003135
ENSRNOG00000046975,ENSG00000130540.14,ENSMUSG00000018865
ENSRNOG00000008138,ENSG00000109944.11,ENSMUSG00000032023
ENSRNOG00000005263,ENSG00000139218.18,ENSMUSG00000033228
ENSRNOG00000003075,ENSG00000176142.13,ENSMUSG00000002845
ENSRNOG00000005853,ENSG00000115353.11,ENSMUSG00000030043
ENSRNOG00000012123,ENSG00000137714.3,ENSMUSG00000032051
ENSRNOG00000007455,ENSG00000181291.8,ENSMUSG00000020701
,ENSG00000217231.2,
,ENSG00000219463.1,
ENSRNOG00000030667,ENSG00000138032.21,ENSMUSG00000061130
ENSRNOG00000058648,ENSG00000251258.2,ENSMUSG00000094311
ENSRNOG00000062766,ENSG00000100557.10,ENSMUSG00000021850
ENSRNOG00000067395,ENSG00000107223.13,ENSMUSG00000015092
ENSRNOG00000016272,ENSG00000107223.13,ENSMUSG00000015092
,ENSG00000277973.1,
ENSRNOG00000020678,ENSG00000068079.8,ENSMUSG00000010358
,ENSG00000242841.1,
ENSRNOG00000021771,ENSG00000137699.17,ENSMUSG00000032013
ENSRNOG00000014133,ENSG00000163666.10,ENSMUSG00000040726
,ENSG00000274904.1,
ENSRNOG00000022296,ENSG00000100341.13,ENSMUSG00000018868
ENSRNOG00000019813,ENSG00000149923.14,ENSMUSG00000030697
,ENSG00000258272.1,
,ENSG00000257146.1,
,ENSG00000285030.1,
ENSRNOG00000042729,ENSG00000096093.16,ENSMUSG00000041809
,ENSG00000266507.1,
,ENSG00000244130.1,
ENSRNOG00000007970,ENSG00000136040.9,ENSMUSG00000074785
ENSRNOG00000068449,ENSG00000165689.17,ENSMUSG00000026927
ENSRNOG00000018876,ENSG00000165689.17,ENSMUSG00000026927
ENSRNOG00000051280,ENSG00000165689.17,ENSMUSG00000026927
ENSRNOG00000067360,ENSG00000165689.17,ENSMUSG00000026927
ENSRNOG00000062821,ENSG00000165689.17,ENSMUSG00000026927
,ENSG00000241861.2,
ENSRNOG00000049236,ENSG00000100345.23,ENSMUSG00000022443
ENSRNOG00000002999,ENSG00000113845.10,ENSMUSG00000002846
ENSRNOG00000005185,ENSG00000182575.8,ENSMUSG00000046719
ENSRNOG00000024553,ENSG00000167740.10,ENSMUSG00000057778
,ENSG00000250865.1,
,ENSG00000249770.1,
ENSRNOG00000025608,ENSG00000121207.12,ENSMUSG00000028003
ENSRNOG00000055244,ENSG00000252097.1,ENSMUSG00000088793
ENSRNOG00000003835,ENSG00000167703.15,ENSMUSG00000038178
ENSRNOG00000013480,ENSG00000168556.7,ENSMUSG00000063049
ENSRNOG00000003748,ENSG00000120280.6,ENSMUSG00000025058
ENSRNOG00000064630,ENSG00000171723.16,ENSMUSG00000047454
ENSRNOG00000064046,ENSG00000171723.16,ENSMUSG00000047454
,ENSG00000178556.8,
,ENSG00000232368.1,
,ENSG00000229331.1,
,ENSG00000241886.1,
,ENSG00000243055.1,
,ENSG00000277876.1,
,ENSG00000176095.12,ENSMUSG00000032594
ENSRNOG00000047002,ENSG00000168843.14,ENSMUSG00000034098
,ENSG00000214330.4,
ENSRNOG00000012358,ENSG00000102230.14,ENSMUSG00000035246
ENSRNOG00000016201,ENSG00000135972.9,ENSMUSG00000060679
ENSRNOG00000019039,ENSG00000148384.14,ENSMUSG00000026925
ENSRNOG00000009898,ENSG00000157884.11,ENSMUSG00000053194
,ENSG00000196366.3,
,ENSG00000227512.1,
ENSRNOG00000001956,ENSG00000198919.13,ENSMUSG00000064061
ENSRNOG00000059876,ENSG00000106701.13,ENSMUSG00000054752
ENSRNOG00000010730,ENSG00000185055.11,ENSMUSG00000020562
,ENSG00000271379.1,
,ENSG00000257642.1,
,ENSG00000271579.1,
ENSRNOG00000004878,ENSG00000111046.4,ENSMUSG00000035923
,ENSG00000226222.3,
,ENSG00000236836.1,
,ENSG00000236487.2,
,ENSG00000214602.3,
ENSRNOG00000013322,ENSG00000101868.13,ENSMUSG00000006678
,ENSG00000203643.3,
,ENSG00000271707.1,
,ENSG00000236090.2,
,ENSG00000230118.1,
,ENSG00000236969.2,
,ENSG00000233716.1,
,ENSG00000225444.2,
ENSRNOG00000019721,ENSG00000090238.12,ENSMUSG00000042675
,ENSG00000270696.1,
ENSRNOG00000029644,ENSG00000236279.7,ENSMUSG00000079598
,ENSG00000237320.2,
,ENSG00000228209.1,
ENSRNOG00000068931,ENSG00000111142.14,ENSMUSG00000036112
ENSRNOG00000021881,ENSG00000111142.14,ENSMUSG00000036112
,ENSG00000232144.1,
ENSRNOG00000015567,ENSG00000115616.3,ENSMUSG00000026062
,ENSG00000211713.3,
ENSRNOG00000068912,ENSG00000211710.3,ENSMUSG00000076465
,ENSG00000234985.2,
ENSRNOG00000003226,ENSG00000133030.22,ENSMUSG00000005417
,ENSG00000233388.2,
,ENSG00000273044.1,
ENSRNOG00000070405,ENSG00000100302.7,ENSMUSG00000034472
ENSRNOG00000014761,ENSG00000100302.7,ENSMUSG00000034472
ENSRNOG00000012100,ENSG00000106028.11,ENSMUSG00000029911
,ENSG00000113303.12,
,ENSG00000244400.2,
,ENSG00000249883.1,
ENSRNOG00000004583,ENSG00000198125.13,ENSMUSG00000018893
,ENSG00000254880.1,
ENSRNOG00000056753,ENSG00000165338.17,ENSMUSG00000041180
,ENSG00000244229.1,
,ENSG00000275355.1,
,ENSG00000265261.1,
ENSRNOG00000039249,ENSG00000071082.11,
ENSRNOG00000031313,ENSG00000071082.11,
ENSRNOG00000064781,ENSG00000071082.11,
ENSRNOG00000029926,ENSG00000071082.11,
ENSRNOG00000068644,ENSG00000071082.11,
ENSRNOG00000030296,ENSG00000071082.11,
,ENSG00000279811.1,
ENSRNOG00000013152,ENSG00000071205.12,ENSMUSG00000037148
,ENSG00000229419.1,
,ENSG00000279609.1,
ENSRNOG00000028082,ENSG00000186051.7,ENSMUSG00000028417
ENSRNOG00000008924,ENSG00000196914.9,ENSMUSG00000059495
ENSRNOG00000068294,ENSG00000212329.1,
,ENSG00000266145.1,
,ENSG00000274214.1,
ENSRNOG00000019685,ENSG00000102886.15,ENSMUSG00000030703
,ENSG00000277743.1,
,ENSG00000265437.1,
,ENSG00000187589.8,
ENSRNOG00000017991,ENSG00000156345.18,ENSMUSG00000021483
,ENSG00000265296.1,
,ENSG00000286593.1,
ENSRNOG00000017333,ENSG00000132872.12,ENSMUSG00000024261
ENSRNOG00000064614,ENSG00000163530.4,ENSMUSG00000072419
ENSRNOG00000016239,ENSG00000180011.7,ENSMUSG00000049090
,ENSG00000268818.2,
,ENSG00000221963.6,ENSMUSG00000033576
,ENSG00000241223.3,
,ENSG00000266373.1,
,ENSG00000266513.1,
,ENSG00000263724.2,
ENSRNOG00000053583,ENSG00000102882.12,ENSMUSG00000063065
ENSRNOG00000067941,ENSG00000102882.12,ENSMUSG00000063065
,ENSG00000275518.1,
,ENSG00000250933.1,
,ENSG00000240751.1,
ENSRNOG00000025512,ENSG00000165792.18,ENSMUSG00000004561
,ENSG00000228587.1,
,ENSG00000240568.1,
,ENSG00000264246.1,
,ENSG00000226336.2,
,ENSG00000265545.1,
,ENSG00000243873.1,
,ENSG00000128313.2,
,ENSG00000237406.1,
ENSRNOG00000042771,ENSG00000128335.14,ENSMUSG00000050982
ENSRNOG00000042771,ENSG00000128335.14,ENSMUSG00000050014
ENSRNOG00000042771,ENSG00000128335.14,ENSMUSG00000057346
ENSRNOG00000042771,ENSG00000128335.14,ENSMUSG00000068246
ENSRNOG00000042771,ENSG00000128335.14,ENSMUSG00000056656
ENSRNOG00000042771,ENSG00000128335.14,ENSMUSG00000071716
ENSRNOG00000042771,ENSG00000128335.14,ENSMUSG00000068252
ENSRNOG00000042771,ENSG00000128335.14,ENSMUSG00000091694
ENSRNOG00000042771,ENSG00000128335.14,ENSMUSG00000091650
ENSRNOG00000042771,ENSG00000128335.14,ENSMUSG00000010601
ENSRNOG00000042771,ENSG00000128335.14,ENSMUSG00000044309
ENSRNOG00000052981,ENSG00000128335.14,ENSMUSG00000050982
ENSRNOG00000052981,ENSG00000128335.14,ENSMUSG00000050014
ENSRNOG00000052981,ENSG00000128335.14,ENSMUSG00000057346
ENSRNOG00000052981,ENSG00000128335.14,ENSMUSG00000068246
ENSRNOG00000052981,ENSG00000128335.14,ENSMUSG00000056656
ENSRNOG00000052981,ENSG00000128335.14,ENSMUSG00000071716
ENSRNOG00000052981,ENSG00000128335.14,ENSMUSG00000068252
ENSRNOG00000052981,ENSG00000128335.14,ENSMUSG00000091694
ENSRNOG00000052981,ENSG00000128335.14,ENSMUSG00000091650
ENSRNOG00000052981,ENSG00000128335.14,ENSMUSG00000010601
ENSRNOG00000052981,ENSG00000128335.14,ENSMUSG00000044309
ENSRNOG00000070111,ENSG00000128335.14,ENSMUSG00000050982
ENSRNOG00000070111,ENSG00000128335.14,ENSMUSG00000050014
ENSRNOG00000070111,ENSG00000128335.14,ENSMUSG00000057346
ENSRNOG00000070111,ENSG00000128335.14,ENSMUSG00000068246
ENSRNOG00000070111,ENSG00000128335.14,ENSMUSG00000056656
ENSRNOG00000070111,ENSG00000128335.14,ENSMUSG00000071716
ENSRNOG00000070111,ENSG00000128335.14,ENSMUSG00000068252
ENSRNOG00000070111,ENSG00000128335.14,ENSMUSG00000091694
ENSRNOG00000070111,ENSG00000128335.14,ENSMUSG00000091650
ENSRNOG00000070111,ENSG00000128335.14,ENSMUSG00000010601
ENSRNOG00000070111,ENSG00000128335.14,ENSMUSG00000044309
ENSRNOG00000023122,ENSG00000128335.14,ENSMUSG00000050982
ENSRNOG00000023122,ENSG00000128335.14,ENSMUSG00000050014
ENSRNOG00000023122,ENSG00000128335.14,ENSMUSG00000057346
ENSRNOG00000023122,ENSG00000128335.14,ENSMUSG00000068246
ENSRNOG00000023122,ENSG00000128335.14,ENSMUSG00000056656
ENSRNOG00000023122,ENSG00000128335.14,ENSMUSG00000071716
ENSRNOG00000023122,ENSG00000128335.14,ENSMUSG00000068252
ENSRNOG00000023122,ENSG00000128335.14,ENSMUSG00000091694
ENSRNOG00000023122,ENSG00000128335.14,ENSMUSG00000091650
ENSRNOG00000023122,ENSG00000128335.14,ENSMUSG00000010601
ENSRNOG00000023122,ENSG00000128335.14,ENSMUSG00000044309
ENSRNOG00000069032,ENSG00000128335.14,ENSMUSG00000050982
ENSRNOG00000069032,ENSG00000128335.14,ENSMUSG00000050014
ENSRNOG00000069032,ENSG00000128335.14,ENSMUSG00000057346
ENSRNOG00000069032,ENSG00000128335.14,ENSMUSG00000068246
ENSRNOG00000069032,ENSG00000128335.14,ENSMUSG00000056656
ENSRNOG00000069032,ENSG00000128335.14,ENSMUSG00000071716
ENSRNOG00000069032,ENSG00000128335.14,ENSMUSG00000068252
ENSRNOG00000069032,ENSG00000128335.14,ENSMUSG00000091694
ENSRNOG00000069032,ENSG00000128335.14,ENSMUSG00000091650
ENSRNOG00000069032,ENSG00000128335.14,ENSMUSG00000010601
ENSRNOG00000069032,ENSG00000128335.14,ENSMUSG00000044309
ENSRNOG00000047414,ENSG00000128335.14,ENSMUSG00000050982
ENSRNOG00000047414,ENSG00000128335.14,ENSMUSG00000050014
ENSRNOG00000047414,ENSG00000128335.14,ENSMUSG00000057346
ENSRNOG00000047414,ENSG00000128335.14,ENSMUSG00000068246
ENSRNOG00000047414,ENSG00000128335.14,ENSMUSG00000056656
ENSRNOG00000047414,ENSG00000128335.14,ENSMUSG00000071716
ENSRNOG00000047414,ENSG00000128335.14,ENSMUSG00000068252
ENSRNOG00000047414,ENSG00000128335.14,ENSMUSG00000091694
ENSRNOG00000047414,ENSG00000128335.14,ENSMUSG00000091650
ENSRNOG00000047414,ENSG00000128335.14,ENSMUSG00000010601
ENSRNOG00000047414,ENSG00000128335.14,ENSMUSG00000044309
ENSRNOG00000047782,ENSG00000128335.14,ENSMUSG00000050982
ENSRNOG00000047782,ENSG00000128335.14,ENSMUSG00000050014
ENSRNOG00000047782,ENSG00000128335.14,ENSMUSG00000057346
ENSRNOG00000047782,ENSG00000128335.14,ENSMUSG00000068246
ENSRNOG00000047782,ENSG00000128335.14,ENSMUSG00000056656
ENSRNOG00000047782,ENSG00000128335.14,ENSMUSG00000071716
ENSRNOG00000047782,ENSG00000128335.14,ENSMUSG00000068252
ENSRNOG00000047782,ENSG00000128335.14,ENSMUSG00000091694
ENSRNOG00000047782,ENSG00000128335.14,ENSMUSG00000091650
ENSRNOG00000047782,ENSG00000128335.14,ENSMUSG00000010601
ENSRNOG00000047782,ENSG00000128335.14,ENSMUSG00000044309
ENSRNOG00000023410,ENSG00000128335.14,ENSMUSG00000050982
ENSRNOG00000023410,ENSG00000128335.14,ENSMUSG00000050014
ENSRNOG00000023410,ENSG00000128335.14,ENSMUSG00000057346
ENSRNOG00000023410,ENSG00000128335.14,ENSMUSG00000068246
ENSRNOG00000023410,ENSG00000128335.14,ENSMUSG00000056656
ENSRNOG00000023410,ENSG00000128335.14,ENSMUSG00000071716
ENSRNOG00000023410,ENSG00000128335.14,ENSMUSG00000068252
ENSRNOG00000023410,ENSG00000128335.14,ENSMUSG00000091694
ENSRNOG00000023410,ENSG00000128335.14,ENSMUSG00000091650
ENSRNOG00000023410,ENSG00000128335.14,ENSMUSG00000010601
ENSRNOG00000023410,ENSG00000128335.14,ENSMUSG00000044309
ENSRNOG00000012325,ENSG00000156110.15,ENSMUSG00000039197
ENSRNOG00000057153,ENSG00000144837.9,ENSMUSG00000002847
,ENSG00000251869.1,
,ENSG00000232472.1,
ENSRNOG00000053562,ENSG00000004848.8,ENSMUSG00000035277
ENSRNOG00000017265,ENSG00000075568.17,ENSMUSG00000026116
,ENSG00000236238.2,
,ENSG00000273377.1,
,ENSG00000280161.1,
,ENSG00000064393.16,ENSMUSG00000061436
,ENSG00000253424.1,
,ENSG00000214111.3,
,ENSG00000240439.3,
ENSRNOG00000064608,ENSG00000182484.15,ENSMUSG00000024101
ENSRNOG00000053306,ENSG00000182484.15,ENSMUSG00000024101
ENSRNOG00000011696,ENSG00000113594.10,ENSMUSG00000054263
,ENSG00000278420.1,
,ENSG00000237668.1,
,ENSG00000214491.9,
ENSRNOG00000018651,ENSG00000135049.16,ENSMUSG00000021557
ENSRNOG00000004185,ENSG00000061987.16,ENSMUSG00000034602
,ENSG00000214380.4,
,ENSG00000213238.6,
,ENSG00000224289.1,
ENSRNOG00000010880,ENSG00000170837.3,ENSMUSG00000072875
ENSRNOG00000019050,ENSG00000204010.3,ENSMUSG00000079339
ENSRNOG00000019050,ENSG00000204010.3,ENSMUSG00000067297
ENSRNOG00000019050,ENSG00000204010.3,ENSMUSG00000034459
ENSRNOG00000036603,ENSG00000204010.3,ENSMUSG00000079339
ENSRNOG00000036603,ENSG00000204010.3,ENSMUSG00000067297
ENSRNOG00000036603,ENSG00000204010.3,ENSMUSG00000034459
,ENSG00000223721.3,
,ENSG00000250398.1,
,ENSG00000234230.1,
,ENSG00000242280.1,
,ENSG00000185745.10,
,ENSG00000280005.1,
ENSRNOG00000052424,ENSG00000197077.14,ENSMUSG00000051339
ENSRNOG00000030413,ENSG00000127362.2,ENSMUSG00000052850
,ENSG00000225071.1,
ENSRNOG00000042555,ENSG00000163424.9,ENSMUSG00000022798
,ENSG00000249500.1,
,ENSG00000241345.1,
,ENSG00000249411.1,
,ENSG00000225588.2,
,ENSG00000272604.1,
,ENSG00000250034.1,
,ENSG00000243746.1,
ENSRNOG00000021916,ENSG00000152779.14,ENSMUSG00000009378
,ENSG00000248755.1,
,ENSG00000231244.1,
,ENSG00000248907.1,
,ENSG00000233205.1,
,ENSG00000249692.1,
,ENSG00000249367.1,
ENSRNOG00000059016,ENSG00000106025.9,ENSMUSG00000029669
ENSRNOG00000038592,ENSG00000163162.9,ENSMUSG00000048234
ENSRNOG00000013946,ENSG00000163162.9,ENSMUSG00000048234
ENSRNOG00000054237,ENSG00000200294.1,ENSMUSG00000064442
ENSRNOG00000054237,ENSG00000200294.1,ENSMUSG00000089014
ENSRNOG00000054237,ENSG00000200294.1,ENSMUSG00000064609
ENSRNOG00000054237,ENSG00000200294.1,ENSMUSG00000064530
ENSRNOG00000054237,ENSG00000200294.1,ENSMUSG00000065187
ENSRNOG00000054237,ENSG00000200294.1,ENSMUSG00000064410
ENSRNOG00000054237,ENSG00000200294.1,ENSMUSG00000065728
ENSRNOG00000054237,ENSG00000200294.1,ENSMUSG00000065692
ENSRNOG00000054884,ENSG00000200294.1,ENSMUSG00000064442
ENSRNOG00000054884,ENSG00000200294.1,ENSMUSG00000089014
ENSRNOG00000054884,ENSG00000200294.1,ENSMUSG00000064609
ENSRNOG00000054884,ENSG00000200294.1,ENSMUSG00000064530
ENSRNOG00000054884,ENSG00000200294.1,ENSMUSG00000065187
ENSRNOG00000054884,ENSG00000200294.1,ENSMUSG00000064410
